Serial_No,car_name,car_price,car_driven,fuel_type,tranmiion,ownerhip,manufacture,engine,seat
270,Volkwagen Polo ALLTAR 1.2 MPI,6,"50,000",Petrol,Manual,2nd Owner,2017,1198,5
271,Chevrolet Cruze LT,3,"1,10,000 ",Dieel,Manual,1t Owner,2012,1991,5
272,Tata Nexon XMA AMT,9.25,"13,700",Petrol,Automatic,1t Owner,2021,1199,5
273,Maruti wift VXI BIV,5.7,"25,000",Petrol,Manual,1t Owner,2019,1197,5
274,Ford Ecoport port Dieel,11,"20,000",Dieel,Manual,1t Owner,2021,1498,5
275,Jaguar XF 2.2 Litre Luxury,18,"70,000",Dieel,Automatic,2nd Owner,2014,2179,5
276,Tata Indica TDI LX,1,"35,000",Dieel,Manual,3rd Owner,2013,1405,5
277,Toyota Fortuner 4X4 Dieel AT,43.5,"26,629",Dieel,Automatic,1t Owner,2021,2755,7
278,Mercede-Benz C-Cla Progreive C 220d,46.5,"20,000",Dieel,Automatic,1t Owner,2019,1950,5
279,Mercede-Benz GLC Progreive 220d,53.95,"33,000",Dieel,Automatic,1t Owner,2019,2143,5
280,BMW 3 erie Gran Limouine 330Li M port Firt Edition,61.75,"25,000",Petrol,Automatic,1t Owner,2021,1998,5
281,Audi Q3 30 TDI,27.95,"55,291",Dieel,Manual,1t Owner,2017,1968,5
282,Mercede-Benz C-Cla C 220 CDI Avantgarde,16.5,"58,500",Dieel,Automatic,1t Owner,2013,2143,5
283,Audi Q7 45 TDI Quattro Technology,72.5,"15,000",Dieel,Automatic,1t Owner,2018,2967,7
284,Renault Duter 85P Dieel RxL Option,6.5,"90,000",Dieel,Manual,1t Owner,2014,1461,5
285,Audi Q3 35 TDI Quattro Premium,13,"64,000",Dieel,Automatic,2nd Owner,2012,1968,5
286,Maruti Zen LXI,4,"1,32,596 ",Petrol,Manual,2nd Owner,2004,993,5
287,Maruti wift VXI BIII,1.54,"99,673",Petrol,Manual,3rd Owner,2008,1298,5
288,Tata Nexon EV Prime XZ Plu LUX,4.18,"24,374",Electric,Automatic,1t Owner,2021,0,5
289,Volkwagen Vento Petrol Highline AT,3.92,"69,828",Petrol,Automatic,3rd Owner,2011,1598,5
290,Maruti Baleno 1.2 Alpha,5.94,"72,820",Petrol,Manual,2nd Owner,2016,1197,5
291,Mercede-Benz C-Cla Progreive C 220d,37.24,"20,785",Dieel,Automatic,1t Owner,2019,1950,5
292,Maruti wift Dzire VXI AT Optional,5.88,"31,172",Petrol,Automatic,2nd Owner,2016,1197,5
293,Hyundai Grand i10 portz,4.52,"24,395",Petrol,Manual,1t Owner,2016,1197,5
294,MG Hector harp DCT,18.25,"11,050",Petrol,Automatic,1t Owner,2021,1451,5
295,Toyota Innova 2.5 GX (Dieel) 7 eater B IV,7.74,"1,23,394 ",Dieel,Manual,2nd Owner,2013,2494,7
296,Maruti wift ZDi,4.21,"1,05,053 ",Dieel,Manual,2nd Owner,2013,1248,5
297,Hyundai i20 portz,8.44,"10,283",Petrol,Manual,1t Owner,2021,1197,5
298,Tata Harrier XZ Plu Dark Edition,21.99,"2,443",Dieel,Manual,1t Owner,2022,1956,5
299,Toyota Fortuner 2.7 2WD AT,31,"44,000",Petrol,Automatic,2nd Owner,2019,2694,7
300,Audi Q5 3.0 TDI Quattro,9.95,"68,000",Dieel,Automatic,3rd Owner,2011,2967,5
301,Mahindra angyong Rexton RX7,9.75,"72,000",Dieel,Automatic,1t Owner,2013,2696,7
302,Hyundai i10 Magna 1.1L,2.25,"38,000",Petrol,Manual,1t Owner,2011,1086,5
303,Maruti wift Dzire VXI 1.2 B IV,6.5,"65,000",Petrol,Manual,1t Owner,2019,1197,5
304,Audi Q7 45 TDI Quattro Premium Plu,18.75,"43,000",Dieel,Automatic,2nd Owner,2014,2967,7
305,Hyundai i10 portz 1.1L,4.25,"52,000",Petrol,Manual,2nd Owner,2014,1086,5
306,Mahindra XUV500 W8 FWD,7.45,"1,17,000 ",Dieel,Manual,1t Owner,2012,2179,7
307,Hyundai Verna 1.6 VTVT X Option,8.25,"84,000",Petrol,Manual,1t Owner,2016,1591,5
308,Maruti Alto 800 LXI,2.04,"45,080",Petrol,Manual,3rd Owner,2015,796,5
309,Maruti Eeco 5 eater AC BIV,4.7,"39,341",Petrol,Manual,1t Owner,2019,1196,5
310,Mahindra corpio 2.6 Turbo 7 tr,3.3,"1,33,000 ",Dieel,Manual,1t Owner,2007,2609,8
311,Mahindra e2o T2,3.21,"54,112",Electric,Automatic,1t Owner,2014,0,5
312,Hyundai i20 portz Plu BIV,8.2,"14,824",Petrol,Manual,1t Owner,2020,1197,5
313,Honda City i VTEC VX,9.25,"82,500",Petrol,Manual,1t Owner,2017,1497,5
314,Kia elto HTK Plu G,13.49,"17,922",Petrol,Manual,1t Owner,2020,1497,5
315,BMW X7 xDrive 40i,1.23 Crore,"13,000",Petrol,Automatic,1t Owner,2019,2998,7
316,Mitubihi Pajero port 4X4 AT,16.75,"85,000",Dieel,Automatic,1t Owner,2015,2477,6
317,Hyundai Grand i10 AT Ata,5.75,"67,000",Petrol,Automatic,1t Owner,2015,1197,5
318,Honda Jazz V CVT,7.45,"35,000",Petrol,Automatic,1t Owner,2018,1199,5
319,Maruti Alto 800 LXI,3.45,"53,000",Petrol,Manual,1t Owner,2016,796,5
320,MG Hector Hybrid harp MT,20.75,598,Petrol,Manual,1t Owner,2022,1451,5
321,Maruti Ertiga ZDI Plu,8.92,"75,727",Dieel,Manual,1t Owner,2019,1248,7
322,Kia elto GTX Plu DCT,18.9,"7,000",Petrol,Automatic,1t Owner,2020,1353,5
323,Maruti Vitara Brezza ZDi Plu Dual Tone,8.58,"62,403",Dieel,Manual,1t Owner,2016,1248,5
324,Volkwagen Polo 1.5 TDI Comfortline,4.53,"44,487",Dieel,Manual,2nd Owner,2014,1498,5
325,Mercede-Benz C-Cla Progreive C 220d,39,"24,000",Dieel,Automatic,2nd Owner,2020,1950,5
326,Toyota Innova Cryta 2.4 ZX AT,28.5,"47,000",Dieel,Automatic,1t Owner,2020,2393,7
327,Hyundai i10 Magna 1.1L,1.9,"31,212",Petrol,Manual,1t Owner,2008,1086,5
328,koda uperb Laurin & klement,33.65,"17,776",Petrol,Automatic,1t Owner,2020,1984,5
329,Hyundai Verna 1.6 CRDi ,6.58,"31,837",Dieel,Manual,2nd Owner,2015,1582,5
330,Audi A3 35 TDI Premium Plu,25.8,"39,000",Dieel,Automatic,1t Owner,2020,1968,5
331,Maruti Alto LXi BIII,1.2,"78,000",Petrol,Manual,2nd Owner,2006,796,5
332,Ford Ecoport 1.5 Petrol Titanium Plu AT BIV,11.85,"31,000",Petrol,Automatic,1t Owner,2020,1497,5
333,Maruti wift VDI,3.88,"1,15,986 ",Dieel,Manual,2nd Owner,2013,1248,5
334,Toyota Etio G P,3.92,"73,029",Petrol,Manual,2nd Owner,2014,1496,5
335,Hyundai Verna 1.6 X VTVT AT,6.35,"25,000",Petrol,Automatic,2nd Owner,2013,1591,5
336,Honda Amaze E i-Dtech,2.44,"74,809",Dieel,Manual,1t Owner,2013,1498,5
337,Hyundai i20 1.2 Magna,2.72,"33,560",Petrol,Manual,1t Owner,2011,1197,5
338,Hyundai i10 portz AT,2.86,"40,821",Petrol,Automatic,1t Owner,2011,1197,5
339,Mercede-Benz C-Cla C 220 CDI Celebration Edition,15.75,"58,000",Dieel,Automatic,2nd Owner,2014,2143,5
340,Ford Figo Petrol EXI,1.63,"75,991",Petrol,Manual,2nd Owner,2010,1196,5
341,Maruti wift ZXI AB,1.78,"1,36,432 ",Petrol,Manual,2nd Owner,2008,1298,5
342,Maruti Alto LXi BIII,"84,778","70,229",Petrol,Manual,4th Owner,2008,796,5
343,Toyota Innova Cryta 2.8 GX AT 8 BIV,17.25,"83,000",Dieel,Automatic,2nd Owner,2016,2755,8
344,Hyundai antro Xing GL,1.11,"51,915",Petrol,Manual,1t Owner,2008,1086,5
345,Volkwagen Polo GT TI,5.5,"63,100",Petrol,Automatic,2nd Owner,2014,1197,5
346,Mercede-Benz GLE 250d,48,"54,000",Dieel,Automatic,2nd Owner,2017,2143,5
347,BMW X1 Drive20d xLine,45.5,"9,000",Dieel,Automatic,1t Owner,2021,1995,5
348,Hyundai antro Xing GL Plu,3.25,"46,833",Petrol,Manual,1t Owner,2012,1086,5
349,Hyundai Verna 1.6 CRDi EX MT,5.25,"78,744",Dieel,Manual,2nd Owner,2012,1582,5
350,Maruti wift VDI BIV,4.9,"79,542",Dieel,Manual,2nd Owner,2014,1248,5
351,Honda City 1.5 V AT,4.6,"96,000",Petrol,Automatic,2nd Owner,2010,1497,5
352,Kia onet GTX Plu Turbo iMT,13.25,"13,000",Petrol,Manual,1t Owner,2021,998,5
353,Maruti wift VDI BIV,3.8,"44,521",Dieel,Manual,1t Owner,2010,1248,5
354,Hyundai Grand i10 1.2 Kappa portz Option AT,5.47,"29,927",Petrol,Automatic,2nd Owner,2017,1197,5
355,Honda CR-V 2.0L 2WD AT,19.75,"48,019",Petrol,Automatic,1t Owner,2017,1997,5
356,Hyundai Grand i10 Ata Option,6.75,"27,311",Petrol,Manual,2nd Owner,2017,1197,5
357,Mahindra XUV500 W11 Option AWD,20.5,"14,000",Dieel,Manual,1t Owner,2021,2179,7
358,Hyundai i10 Magna 1.2,3.15,"64,640",Petrol,Manual,1t Owner,2009,1197,5
359,Honda City i VTEC ,4.99,"96,505",Petrol,Manual,2nd Owner,2012,1497,5
360,Toyota Fortuner 2.8 2WD AT BIV,32,"90,479",Dieel,Automatic,1t Owner,2018,2755,7
361,Hyundai Venue  Opt,9.65,"3,500",Petrol,Manual,1t Owner,2022,1197,5
362,Tata Nexon 1.2 Revotron XT,8.55,"42,374",Petrol,Manual,1t Owner,2018,1198,5
363,Maruti Baleno 1.3 Alpha,7.1,"45,879",Dieel,Manual,1t Owner,2016,1248,5
364,Maruti Ciaz VDi Plu HV,5.72,"1,20,000 ",Dieel,Manual,2nd Owner,2016,1248,5
365,Hyundai Grand i10 Ata,4.7,"89,680",Petrol,Manual,2nd Owner,2015,1197,5
366,BMW 3 erie 320d,12.75,"99,000",Dieel,Automatic,3rd Owner,2012,1995,5
367,Maruti Zen VXI,1.1,"90,000",Petrol,Manual,3rd Owner,1998,993,5
368,BMW X5 xDrive 30d Deign Pure Experience 5 eater,59.75,"27,000",Dieel,Automatic,1t Owner,2018,2993,5
369,koda uperb Elegance 2.0 TDI CR AT,14.65,"79,776",Dieel,Automatic,1t Owner,2015,1968,5
370,Toyota Land Cruier Prado TX,54,"67,000",Dieel,Automatic,1t Owner,2011,2982,7
371,koda Octavia 2.0 TDI MT tyle,14.75,"1,08,000 ",Dieel,Manual,1t Owner,2017,1968,5
372,Volkwagen Vento 1.5 TDI Highline BIV,9.45,"58,000",Dieel,Manual,1t Owner,2019,1498,5
373,koda Octavia 1.8 TI AT L K,22.75,"32,067",Petrol,Automatic,1t Owner,2018,1798,5
374,Toyota Innova Cryta 2.4 VX MT BIV,19.5,"52,187",Dieel,Manual,2nd Owner,2017,2393,7
375,BMW 5 erie 530d M port,58.75,"17,100",Dieel,Automatic,1t Owner,2019,2993,5
376,MG Hector Plu harp DCT,19.4,"9,562",Petrol,Automatic,1t Owner,2021,1451,6
377,MG Hector harp Dieel MT BIV,18.1,"36,388",Dieel,Manual,1t Owner,2019,1956,5
378,Mercede-Benz C-Cla C 250 CDI Elegance,9.75,"45,000",Dieel,Automatic,2nd Owner,2011,2143,5
379,Jeep Compa 2.0 port Plu BIV,17.75,"36,149",Dieel,Manual,1t Owner,2019,1956,5
380,Kia elto GTX Plu,16.95,"20,155",Petrol,Manual,1t Owner,2020,1353,5
381,MG Hector harp AT BIV,16.75,"51,904",Petrol,Automatic,1t Owner,2019,1451,5
382,Volkwagen Polo GT TI,7.25,"54,000",Petrol,Automatic,1t Owner,2015,1197,5
383,Kia elto GTX Plu,15.65,"31,727",Petrol,Manual,2nd Owner,2019,1353,5
384,Mahindra XUV500 AT W10 FWD,14.45,"73,986",Dieel,Automatic,1t Owner,2017,2179,7
385,Kia onet 1.5 GTX Plu Dieel,14.25,"7,100",Dieel,Manual,1t Owner,2021,1493,5
386,Kia onet GTX Plu Turbo iMT,13.95,"5,397",Petrol,Manual,1t Owner,2021,998,5
387,BMW X3 xDrive 20d Luxury Line,49.5,"65,000",Dieel,Automatic,1t Owner,2018,1995,5
388,Hyundai i20 1.4 Ata Option,7,"90,000",Dieel,Manual,1t Owner,2017,1396,5
389,Maruti wift Dzire VXI,4.75,"80,000",Petrol,Manual,2nd Owner,2013,1197,5
390,Volkwagen Polo GT TI,7,"91,000",Petrol,Automatic,2nd Owner,2015,1197,5
391,BMW 7 erie 730Ld edan,23.75,"69,000",Dieel,Automatic,2nd Owner,2010,2993,5
392,Toyota Fortuner 4x2 Manual,17.5,"89,000",Dieel,Manual,2nd Owner,2014,2982,7
393,Hyundai anta Fe 4X4,8.25,"95,254",Dieel,Manual,1t Owner,2013,2199,7
394,Hyundai Creta 1.6 VTVT X Plu,10.5,"51,000",Petrol,Manual,1t Owner,2016,1591,5
395,Hyundai i10 portz AT,3.95,"62,000",Petrol,Automatic,2nd Owner,2014,1197,5
396,Tata Hexa XT,12.35,"1,20,000 ",Dieel,Manual,1t Owner,2017,2179,7
397,Tata Harrier XZA Plu Dark Edition AT 2020-2022,25.75,"2,000",Dieel,Automatic,1t Owner,2022,1956,5
398,Volkwagen Polo Cup Edition Comfortline,6.85,"46,000",Petrol,Manual,1t Owner,2017,999,5
399,Maruti Ertiga HV ZDI Plu,9.45,"65,000",Dieel,Manual,2nd Owner,2017,1248,7
400,Maruti Alto K10 VXI,4.25,"22,248",Petrol,Manual,1t Owner,2017,998,5
401,BMW 5 erie 520d Luxury Line,43,"40,000",Dieel,Automatic,1t Owner,2018,1995,5
402,Honda City i VTEC ,5.75,"73,000",Petrol,Manual,1t Owner,2013,1497,5
403,Volkwagen Polo GT 1.0 TI,11.45,"54,000",Petrol,Automatic,1t Owner,2021,999,5
404,Honda Civic 1.8 (E) MT,2.6,"90,000",Petrol,Manual,2nd Owner,2006,1799,5
405,Jeep Compa Model  DCT,27.25,"15,000",Petrol,Automatic,1t Owner,2021,1368,5
406,Kia elto GTX Plu AT D,18.2,"30,000",Dieel,Automatic,1t Owner,2021,1493,5
407,Jaguar XF 2.2 Litre Luxury,27.95,"26,000",Dieel,Automatic,1t Owner,2016,2179,5
408,Mahindra corpio LX 2.6 Turbo 7 tr,3.5,"1,55,000 ",Dieel,Manual,2nd Owner,2006,2609,7
409,Mercede-Benz GLA Cla 200 port,34.25,"29,366",Petrol,Automatic,1t Owner,2019,1991,5
410,Volkwagen Polo 1.2 MPI Highline,6.75,"28,211",Petrol,Manual,1t Owner,2016,1198,5
411,Kia elto GTX DCT,16.75,"40,000",Petrol,Automatic,1t Owner,2019,1353,5
412,BMW 5 erie 520d Luxury Line,24.5,"54,000",Dieel,Automatic,1t Owner,2015,1995,5
413,Mahindra XUV500 W8 2WD,10.25,"82,000",Dieel,Manual,2nd Owner,2015,2179,7
414,Hyundai Verna 1.6 X VTVT,4.65,"1,17,000 ",Petrol,Manual,1t Owner,2011,1591,5
415,Mahindra corpio 10 8 eater,11.25,"1,11,000 ",Dieel,Manual,2nd Owner,2015,2179,8
416,Maruti wift Dzire AMT ZDI Plu,7.95,"1,08,000 ",Dieel,Automatic,1t Owner,2018,1248,5
417,Maruti Omni 8 eater BIV,3.3,"4,000",Petrol,Manual,1t Owner,2017,796,5
418,Toyota Innova 2.5 V Dieel 7-eater,6.85,"2,90,000 ",Dieel,Manual,3rd Owner,2011,2494,7
419,Ford Endeavour 3.2 Titanium AT 4X4,35.9,"35,000",Dieel,Automatic,1t Owner,2019,3198,7
420,MG Hector harp DCT,17.95,"13,000",Petrol,Automatic,1t Owner,2020,1451,5
421,Ford Freetyle Titanium Petrol BIV,4.9,"60,000",Petrol,Manual,1t Owner,2018,1194,5
422,Ford Ecoport 1.5 Dieel Titanium Plu,9.75,"90,000",Dieel,Manual,1t Owner,2018,1498,5
423,Mercede-Benz GLA Cla 200 d port,33.75,"16,975",Dieel,Automatic,2nd Owner,2019,2143,5
424,Hyundai Grand i10 Magna Petrol BIV,5.75,"11,000",Petrol,Manual,1t Owner,2018,1197,5
425,koda Rapid 1.5 TDI tyle BIV,9.85,"59,000",Dieel,Manual,1t Owner,2018,1498,5
426,Maruti Wagon R LXI DUO BIII,2.25,"46,000",Lpg,Manual,2nd Owner,2008,1061,5
427,Maruti Alto LXi BII,1.35,"80,000",Petrol,Manual,3rd Owner,2004,796,5
428,Hyundai i20 Petrol Ata Option,7.5,"25,000",Petrol,Manual,1t Owner,2019,1197,5
429,Hyundai i20 1.2 Ata,7.25,"54,801",Petrol,Manual,2nd Owner,2018,1197,5
430,Honda Aord V6 AT,2,"75,000",Petrol,Automatic,2nd Owner,2005,2997,5
431,Maruti Vitara Brezza ZDi,8.65,"1,30,000 ",Dieel,Manual,1t Owner,2017,1248,5
432,Hyundai Aent Executive,3.1,"71,000",Petrol,Manual,2nd Owner,2013,1495,5
433,Honda CR-V AT With un Roof,10,"70,000",Petrol,Automatic,1t Owner,2010,1198,5
434,Hyundai Venue X iMT,10.45,"14,115",Petrol,Manual,1t Owner,2019,998,5
435,Honda Amaze VX Petrol BIV,7.5,"30,000",Petrol,Manual,2nd Owner,2019,1199,5
436,BMW X3 xDrive20d xLine,39.95,"63,170",Dieel,Automatic,1t Owner,2017,1995,5
437,Toyota Corolla Executive (HE),2.95,"80,000",Petrol,Manual,2nd Owner,2006,1794,5
438,Mercede-Benz CLA 200 CDI port,32.95,"47,253",Dieel,Automatic,1t Owner,2018,2143,5
439,Mahindra Xylo E4,2.95,"56,117",Dieel,Manual,1t Owner,2009,2498,7
440,Mercede-Benz CLA 200 CDI port,33.95,"14,324",Dieel,Automatic,1t Owner,2018,2143,5
441,Mercede-Benz C-Cla C 200 CGI,34.45,"27,600",Petrol,Automatic,1t Owner,2018,1991,5
442,koda Octavia 1.8 TI AT tyle,19.49,"38,391",Petrol,Automatic,1t Owner,2018,1798,5
443,Audi A4 35 TDI Premium Plu,32.45,"49,000",Dieel,Automatic,1t Owner,2018,1968,5
444,Ford Ecoport 1.5 Dieel Trend Plu BIV,7.75,"45,000",Dieel,Manual,1t Owner,2017,1498,5
445,Chevrolet Cruze LTZ AT,6.95,"68,000",Dieel,Automatic,2nd Owner,2014,1998,5
446,Maruti Baleno 1.3 Alpha,8.25,"67,000",Dieel,Manual,1t Owner,2018,1248,5
447,Hyundai i20 1.2 Ata,7.75,"80,000",Petrol,Manual,1t Owner,2018,1197,5
448,Volkwagen Polo 1.2 MPI Highline,6.75,"62,000",Petrol,Manual,1t Owner,2016,1199,5
449,Tata New afari Dicor VX 4X2,2.5,"50,000",Dieel,Manual,2nd Owner,2009,2179,7
450,Mahindra XUV500 W8 2WD,6.95,"1,00,000 ",Dieel,Manual,3rd Owner,2012,2179,7
451,Honda City GXi,2.75,"75,000",Petrol,Manual,5th Owner,2006,1497,5
452,Mahindra XUV500 W6 2WD,6.5,"1,20,000 ",Dieel,Manual,2nd Owner,2014,2179,7
453,Mercede-Benz B Cla B200 CDI port,17.45,"37,000",Dieel,Automatic,2nd Owner,2016,2143,5
454,Audi Q3 35 TDI Quattro Premium Plu,31,"64,000",Dieel,Automatic,1t Owner,2018,1968,5
455,Toyota Etio Cro 1.4 GD,6.95,"79,000",Dieel,Manual,2nd Owner,2015,1364,5
456,Ford Fieta 1.4 Duratec ZXI,1.8,"80,000",Petrol,Manual,1t Owner,2007,1388,5
457,Maruti Celerio VXI,4.75,"14,000",Petrol,Manual,1t Owner,2014,998,5
458,Maruti Celerio ZXI AMT Optional,5.25,"28,217",Petrol,Automatic,2nd Owner,2018,998,5
459,Maruti Wagon R LXI,1.4,"90,000",Petrol,Manual,2nd Owner,2003,998,5
460,Honda City 1.5 GXI,1.85,"1,20,000 ",Petrol,Manual,2nd Owner,2005,999,5
461,Volkwagen Vento 1.0 TI Highline Plu,10.45,"26,000",Petrol,Manual,1t Owner,2021,2987,5
462,Mercede-Benz GL-Cla 350 CDI Blue Efficiency,30,"1,00,000 ",Dieel,Automatic,2nd Owner,2013,1086,7
463,Hyundai antro portz BIV,5,"50,000",Petrol,Manual,1t Owner,2019,1461,5
464,Renault Duter 85P Dieel Rx,8.75,"70,000",Dieel,Manual,1t Owner,2019,1198,5
465,Honda Amaze E i-Vtech,3.62,"80,000",Petrol,Manual,3rd Owner,2016,1196,5
466,Ford Figo Petrol EXI,1.8,"1,57,000 ",Petrol,Manual,3rd Owner,2010,2184,5
467,Mahindra Thar LX 4-tr Hard Top Dieel,17.45,"15,550",Dieel,Manual,1t Owner,2021,1248,4
468,Maruti Ertiga HV VDI,8,"80,000",Dieel,Manual,1t Owner,2017,2179,7
469,Mahindra XUV500 AT W10 FWD,13.95,"59,432",Dieel,Automatic,1t Owner,2017,1598,7
470,koda Rapid 1.6 MPI tyle BIV,10.45,"53,047",Petrol,Manual,1t Owner,2020,1598,5
471,Volkwagen Vento 1.6 Highline,7.75,"46,464",Petrol,Manual,1t Owner,2016,998,5
472,Maruti Zen Etilo VXI BIII,1.2,"70,000",Petrol,Manual,4th Owner,2007,1461,5
473,Renault Duter 85P Dieel Rx,10.75,"23,000",Dieel,Manual,2nd Owner,2019,2199,5
474,Kia Carnival Limouine,34.5,"30,000",Dieel,Automatic,1t Owner,2020,2143,7
475,Mercede-Benz GLC 220d 4MATIC port,48.75,"22,000",Dieel,Automatic,1t Owner,2018,2596,5
476,Force Gurkha Xplorer,9.2,"35,000",Dieel,Manual,2nd Owner,2018,1582,7
477,Hyundai Creta 1.6 CRDi X,10.5,"80,000",Dieel,Manual,1t Owner,2016,1799,5
478,Honda Civic 1.8  AT,2,"1,00,000 ",Petrol,Automatic,4th Owner,2006,1173,5
479,Premier Rio Petrol GLX,3.5,"95,000",Petrol,Manual,1t Owner,2014,2523,5
480,Mahindra Jeep CL 500 MDI,2.6,"1,00,000 ",Dieel,Manual,1t Owner,1995,1199,6
481,Chevrolet Beat L,1.8,"50,000",Petrol,Manual,3rd Owner,2012,1197,5
482,Maruti Ritz VXI,5.25,"64,000",Petrol,Manual,1t Owner,2015,1496,5
483,Ford Ecoport 1.5 Petrol Titanium Plu AT,10.85,"15,509",Petrol,Automatic,2nd Owner,2020,1498,5
484,Ford Ecoport 1.5 Dieel Titanium,9.65,"43,203",Dieel,Manual,2nd Owner,2018,1086,5
485,Hyundai i10 Era,2.66,"80,000",Petrol,Manual,1t Owner,2007,1493,5
486,Hyundai Creta X Dieel,17.95,"50,000",Dieel,Manual,1t Owner,2020,998,5
487,Maruti Celerio ZXI AT,4.6,"40,000",Petrol,Automatic,2nd Owner,2017,1498,5
488,koda Rapid 1.5 TDI Ambition BIV,9.95,"1,11,000 ",Dieel,Manual,1t Owner,2020,1298,5
489,Maruti Eteem Vxi - BIII,1.2,"73,000",Petrol,Manual,2nd Owner,2006,2982,5
490,Toyota Fortuner 4x2 Manual,16.75,"2,20,000 ",Dieel,Manual,2nd Owner,2014,1197,7
491,Hyundai Grand i10 1.2 Kappa portz Option,5.35,"11,717",Petrol,Manual,2nd Owner,2017,2143,5
492,Mercede-Benz GLE 250d,56.5,"46,000",Dieel,Automatic,2nd Owner,2019,1197,5
493,Hyundai Grand i10 Nio portz,6.48,"15,000",Petrol,Manual,1t Owner,2021,1248,5
494,Maruti Ertiga ZDI,5.95,"1,10,000 ",Dieel,Manual,2nd Owner,2013,2179,7
495,Mahindra XUV500 AT W10 FWD,14.25,"66,968",Dieel,Automatic,1t Owner,2016,1248,7
496,Maruti wift Dzire VDI,5,"1,20,000 ",Dieel,Manual,2nd Owner,2015,2523,5
497,Mahindra Bolero ZLX,7.35,"70,000",Dieel,Manual,1t Owner,2018,1197,7
498,Maruti wift Dzire AMT ZXI Plu,7.55,"47,000",Petrol,Automatic,2nd Owner,2017,1298,5
499,Maruti wift ZXI AB,2.5,"1,10,000 ",Petrol,Manual,4th Owner,2006,1199,5
500,Volkwagen Polo Dieel Highline 1.2L,4.95,"81,000",Dieel,Manual,2nd Owner,2012,1497,5
501,Honda City CVT,2.25,"70,000",Petrol,Automatic,3rd Owner,2005,1497,5
502,Hyundai Creta X Executive,15.95,"12,662",Petrol,Manual,1t Owner,2021,1591,5
503,Hyundai Creta 1.6 E Plu,10.25,"14,000",Petrol,Manual,1t Owner,2018,1591,5
504,Hyundai Verna 1.6 X VTVT,5.75,"56,000",Petrol,Manual,2nd Owner,2014,1248,5
505,Maruti Vitara Brezza VDi Option,9.96,"54,000",Dieel,Manual,1t Owner,2019,1197,5
506,Hyundai i20 Magna Plu,7.75,"63,000",Petrol,Manual,1t Owner,2020,1797,5
507,Hyundai Elantra X,5.2,"40,000",Petrol,Manual,2nd Owner,2013,1061,5
508,Maruti Zen Etilo 1.1 VXI BIII,2.1,"60,000",Petrol,Manual,2nd Owner,2008,1498,5
509,Ford Ecoport 1.5 DV5 MT Titanium,6,"80,000",Dieel,Manual,2nd Owner,2013,1248,5
510,Maruti Ertiga HV VDI,6.5,"1,20,000 ",Dieel,Manual,1t Owner,2016,1462,7
511,Toyota Urban cruier Mid,5.85,"15,000",Petrol,Manual,2nd Owner,2022,1298,5
512,Maruti wift Dzire ZXi,2.92,"2,95,000 ",Petrol,Manual,2nd Owner,2009,1248,5
513,Maruti Baleno 1.3 Alpha,6.5,"60,000",Dieel,Manual,3rd Owner,2017,1498,5
514,Renault cala RxZ AT,4.25,"50,000",Petrol,Automatic,1t Owner,2014,1198,5
515,Honda Brio VX,4.45,"55,000",Petrol,Manual,2nd Owner,2014,1499,5
516,Ford Ecoport 1.5 Ti VCT AT Titanium,6.75,"77,000",Petrol,Automatic,2nd Owner,2014,1197,5
517,Hyundai i20 portz 1.2,5.33,"33,389",Petrol,Manual,1t Owner,2015,1396,5
518,Hyundai Verna 1.4 VTVT,5.36,"17,526",Petrol,Manual,1t Owner,2014,1197,5
519,Hyundai Grand i10 1.2 Kappa portz BIV,5.64,"15,757",Petrol,Manual,1t Owner,2018,1197,5
520,Hyundai i10 portz,2.78,"8,183",Petrol,Manual,1t Owner,2012,1197,5
521,Maruti Baleno 1.2 Zeta,5.83,"32,590",Petrol,Manual,1t Owner,2017,1497,5
522,Honda City i VTEC VX,6.99,"45,423",Petrol,Manual,2nd Owner,2016,1591,5
523,Hyundai Creta 1.6 VTVT AT X Plu,9,"52,481",Petrol,Automatic,2nd Owner,2016,1197,5
524,Maruti Igni 1.2 igma BIV,4.53,"22,915",Petrol,Manual,1t Owner,2017,1197,5
525,Maruti wift Dzire ZXI,6.01,"72,123",Petrol,Manual,1t Owner,2017,1197,5
526,Hyundai i20 1.2 potz,5.75,"37,965",Petrol,Manual,1t Owner,2017,1197,5
527,Hyundai Grand i10 1.2 Kappa Ata,5.3,"27,651",Petrol,Manual,1t Owner,2018,1199,5
528,Honda Jazz 1.2 V i VTEC,4.95,"92,771",Petrol,Manual,1t Owner,2016,1591,5
529,Hyundai Verna VTVT 1.6 X Option,10.28,"51,956",Petrol,Manual,1t Owner,2018,1198,5
530,Mahindra KUV 100 mFALCON G80 K4 Plu 5tr,3.99,"34,048",Petrol,Manual,1t Owner,2017,2993,5
531,BMW 7 erie 730Ld DPE ignature,63.5,"47,000",Dieel,Automatic,1t Owner,2017,1968,5
532,Audi Q3 2.0 TDI,14,"60,000",Dieel,Automatic,3rd Owner,2014,1950,5
533,Mercede-Benz GLC 220d 4MATIC,47.75,"43,000",Dieel,Automatic,1t Owner,2019,1591,5
534,Hyundai Creta 1.6 VTVT E Plu,8.11,"58,596",Petrol,Manual,1t Owner,2017,2967,5
535,Audi Q7 45 TDI Quattro Technology,48.5,"70,000",Dieel,Automatic,1t Owner,2017,1248,7
